"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CHROM","CDSNAME","CDSSTART","CDSEND","CDSSTRAND","Set"
"TraesCS7D02G424100",1.84567270477804,1.11980776730938,0.394339971444625,2.83970139574509,0.00451557809813589,0.0235968459762572,"chr7D",NA,544778167,544779364,"+","stress_up"
"TraesCS7D02G428800",9.23955458806671,3.49710068330995,0.460206577871347,7.59898022206798,2.9847338683261e-14,3.30804825109158e-12,"chr7D",NA,548894510,548895019,"+","stress_up"
"TraesCS7D02G430400",2.68076943864613,1.06784529256644,0.395686726499972,2.69871395993496,0.00696079766692496,0.0333826711086556,"chr7D",NA,549706159,549706776,"+","stress_up"
"TraesCS7D02G436200",3.27459549904597,1.12762361107893,0.365161169480974,3.08801621125733,0.00201497478713391,0.0122075590033302,"chr7D",NA,554979092,554981128,"-","stress_up"
"TraesCS7D02G437000",1.67052503657112,1.72350341158547,0.585926502999396,2.94150102916108,0.00326625757294308,0.0181525325751653,"chr7D",NA,556316984,556317091,"-","stress_up"
"TraesCS7D02G445200",98.2458679770929,1.03183047617889,0.131000597425863,7.87653259950078,3.36591133653957e-15,4.64274939245432e-13,"chr7D",NA,566133163,566133909,"+","stress_up"
"TraesCS7D02G455800",10.3124207792388,1.12276547281576,0.387877571969754,2.89463880861694,0.0037959503645685,0.020513033121281,"chr7D",NA,574763867,574764151,"-","stress_up"
"TraesCS7D02G456300",1.64039283620342,1.77169654952914,0.469207353250228,3.77593517504893,0.000159408448549166,0.00149518961319314,"chr7D",NA,575073866,575074267,"-","stress_up"
"TraesCS7D02G457600",2.2912293245296,1.17900495426282,0.459606400998047,2.56524920388963,0.0103101725946028,0.0454466381693863,"chr7D",NA,575821069,575821192,"-","stress_up"
"TraesCS7D02G486000",5.76331033399891,1.04274481073632,0.37745186048163,2.7625901999947,0.00573447145318954,0.0285002409666006,"chr7D",NA,596234247,596234585,"+","stress_up"
"TraesCS7D02G490700",1.23102245770007,1.77657423790316,0.588169054956443,3.02051633443165,0.00252344096592465,0.014722406462901,"chr7D",NA,600050978,600051189,"+","stress_up"
"TraesCS7D02G502600",6.09443612227498,1.07933372398761,0.309679519485912,3.48532484737569,0.000491539907910544,0.00382884589095559,"chr7D",NA,608141399,608142427,"-","stress_up"
"TraesCS7D02G506800",117.436140837177,1.2598148533724,0.112883576537137,11.1603024285641,6.37742555614348e-29,1.638785787077e-25,"chr7D",NA,611348045,611348126,"+","stress_up"
"TraesCS7D02G511100",5.78208287884668,1.07937054724292,0.423681736491248,2.54759753437052,0.0108467527389286,0.0472475233412609,"chr7D",NA,613634513,613634713,"+","stress_up"
"TraesCS7D02G515700",19.469166419451,2.29694944763235,0.367346848577296,6.25280836497781,4.03136695309527e-10,1.80918674367854e-08,"chr7D",NA,615901886,615903031,"-","stress_up"
"TraesCS7D02G520100",2.5655191775733,2.03455182959011,0.52527020561836,3.87334329613268,0.000107352442407955,0.00106922477845339,"chr7D",NA,617824363,617824525,"-","stress_up"
"TraesCS7D02G525600",2.12004438899981,1.82117615425164,0.49952379370295,3.64582463780421,0.000266535696592698,0.00230396553213621,"chr7D",NA,621203518,621203796,"+","stress_up"
"TraesCS7D02G532900",2.10427428543495,1.59577597810617,0.522084263821082,3.05654870044702,0.00223901105022154,0.0133160316882754,"chr7D",NA,626534031,626534870,"-","stress_up"
"TraesCSU02G025500",1.04747108812422,2.30218680748742,0.890106522961315,2.58641718502211,0.00969794719208339,0.0434323053275199,"chrUn",NA,26268034,26268209,"-","stress_up"
"TraesCSU02G032600",3.46676061420274,1.49553058654176,0.547639217487782,2.73086831400114,0.00631677061750699,0.0308658259182514,"chrUn",NA,29767970,29767978,"+","stress_up"
"TraesCSU02G032900",5.14319610969976,2.43527756351845,0.678090712662436,3.59137430736463,0.000328938809482394,0.00274502087330983,"chrUn",NA,29798592,29798881,"+","stress_up"
"TraesCSU02G048500",108.646968553819,1.19214955113072,0.32667900819064,3.64929953024414,0.000262956354306259,0.00227824360865666,"chrUn",NA,38670975,38671469,"-","stress_up"
"TraesCSU02G048600",4.45865551663252,1.64277564250063,0.533863046298974,3.07714806988279,0.00208991458852802,0.0125879298608093,"chrUn",NA,38680341,38680832,"-","stress_up"
"TraesCSU02G056700",121.408568740651,1.11958960430948,0.207836608852204,5.38687390297849,7.16936950170461e-08,1.82941531959459e-06,"chrUn",NA,43664829,43665176,"+","stress_up"
"TraesCSU02G057000",24.4770396979845,1.28186984956107,0.435081450745685,2.94627557061804,0.00321625722388698,0.0179292256508519,"chrUn",NA,44271400,44271696,"+","stress_up"
"TraesCSU02G057100",24.4770396979845,1.28186984956107,0.435081450745685,2.94627557061804,0.00321625722388698,0.0179292256508519,"chrUn",NA,44297234,44297530,"+","stress_up"
"TraesCSU02G057200",27.3976465206627,1.60280529059132,0.531730433092655,3.0143192693882,0.00257556611809423,0.0149723797938413,"chrUn",NA,44500426,44501019,"-","stress_up"
"TraesCSU02G057300",51.4692278120782,1.46469484033913,0.477059908062894,3.07025347463495,0.00213877171470267,0.0128409588385069,"chrUn",NA,44529121,44529714,"-","stress_up"
"TraesCSU02G061900",5.2360438475621,1.21850872551259,0.367910955382926,3.31196640840539,0.000926426691827681,0.00648078345489981,"chrUn",NA,48323438,48324598,"-","stress_up"
"TraesCSU02G072800",4.70967733909504,1.13456316542874,0.329447272738447,3.44383839027705,0.000573518403266651,0.00435020010244272,"chrUn",NA,63674971,63676293,"+","stress_up"
"TraesCSU02G095000",1.4723867907471,1.91670351032723,0.709966136999087,2.69971116992823,0.00693996971253649,0.0333047346297657,"chrUn",NA,83953820,83954035,"-","stress_up"
"TraesCSU02G100500",100.588771389643,1.7453274678142,0.684777907844698,2.54874967171112,0.0108109870634136,0.0471301975147155,"chrUn",NA,88818966,88819044,"+","stress_up"
"TraesCSU02G127200",24.0805611148621,1.2932747562603,0.27531251363354,4.69747901826845,2.63392232059926e-06,4.41517672204632e-05,"chrUn",NA,109028414,109029244,"-","stress_up"
"TraesCSU02G133400",2.7854188414189,1.00163793862115,0.355403130570831,2.81831490063797,0.00482764371840636,0.0248938497827389,"chrUn",NA,112648874,112650049,"+","stress_up"
"TraesCSU02G142700",2.97634144320052,1.81745792228193,0.44707653277937,4.06520537095341,4.79901846174715e-05,0.000540959707383395,"chrUn",NA,146272580,146272938,"-","stress_up"
"TraesCSU02G147100",25.3534764732813,2.5945931373043,0.339877767698135,7.63390072518279,2.27755319703914e-14,2.61620725767836e-12,"chrUn",NA,168641413,168641760,"-","stress_up"
"TraesCSU02G153100",5.08357508311314,1.12086423810358,0.335439311231704,3.3414814560281,0.000833325828813541,0.00594053660021031,"chrUn",NA,194663098,194664315,"+","stress_up"
"TraesCSU02G156500",7.83900719743023,5.19613770835673,0.693924789405618,7.48804162596279,6.99088575417074e-14,7.14336737128306e-12,"chrUn",NA,215703737,215704248,"-","stress_up"
"TraesCSU02G200800",7.39775881134221,1.12117959047841,0.38052399574822,2.94640969559316,0.00321486275556317,0.0179243324368152,"chrUn",NA,298778962,298779567,"-","stress_up"
"TraesCSU02G251500",25.3534764732813,2.5945931373043,0.339877767698135,7.63390072518279,2.27755319703914e-14,2.61620725767836e-12,"chrUn",NA,386578210,386578557,"-","stress_up"
"TraesCS1A02G000200",43183.4190191266,-1.00246532136691,0.367108664535846,-2.73070460658938,0.00631990895145263,0.0308746375834907,"chr1A",NA,70239,70556,"+","stress_down"
"TraesCS1A02G000600",17.4958633125808,-1.02756912056119,0.383685235129447,-2.67815653686676,0.00740286121059763,0.0350640301510428,"chr1A",NA,162313,162609,"+","stress_down"
"TraesCS1A02G000800",15.708195064379,-1.05348026367749,0.412500485158586,-2.5538885445734,0.0106527349904153,0.0465895994938229,"chr1A",NA,180175,180552,"-","stress_down"
"TraesCS1A02G001700",7.00529162454064,-1.08409504583818,0.397180774348155,-2.72947513035436,0.00634352336434359,0.0309716604236758,"chr1A",NA,403455,403751,"+","stress_down"
"TraesCS1A02G012700",2.38814589899231,-1.88124354156429,0.488184427613769,-3.85355090239103,0.000116417046659873,0.00114342173192365,"chr1A",NA,7229181,7229888,"-","stress_down"
"TraesCS1A02G012900",0.826630325042328,-2.82587865128288,0.84167349687977,-3.35745233960545,0.000786643039185301,0.00566162662880865,"chr1A",NA,7277250,7277974,"+","stress_down"
"TraesCS1A02G013000",1.32090794756986,-1.41154017101418,0.478046916642962,-2.95272309447488,0.00314984372945055,0.0176170340824675,"chr1A",NA,7282465,7282716,"+","stress_down"
"TraesCS1A02G026000",1.99589978469214,-2.81762200497395,0.716649612623352,-3.93165914743164,8.43616202268717e-05,0.000871255369598182,"chr1A",NA,12371419,12372333,"+","stress_down"
"TraesCS1A02G046400",107.10951752054,-1.03085623471294,0.164473497816286,-6.26761300999623,3.66624537976101e-10,1.6592809569028e-08,"chr1A",NA,28364114,28364562,"-","stress_down"
"TraesCS1A02G056900",5.09957620129668,-1.72873501055511,0.278264648463438,-6.21255707507615,5.2129236230221e-10,2.26615196672241e-08,"chr1A",NA,36840018,36840171,"+","stress_down"
"TraesCS1A02G064000",42.852708338692,-1.01580356846476,0.252259656609373,-4.02681737586659,5.65369098651385e-05,0.000621153973610954,"chr1A",NA,45543122,45543810,"+","stress_down"
"TraesCS1A02G064900",3.45864420001966,-1.25519404890292,0.363174152432047,-3.45617671438711,0.000547895996708245,0.00418928500634943,"chr1A",NA,47204692,47204845,"-","stress_down"
"TraesCS1A02G078900",1.12577399018843,-3.06350434805002,0.846206436576281,-3.62028012980478,0.000294284233011029,0.00250094737512717,"chr1A",NA,61713673,61713822,"+","stress_down"
"TraesCS1A02G083900",1.44417971269113,-2.43274092845308,0.499119547969376,-4.87406461708518,1.093252046551e-06,2.02431065497077e-05,"chr1A",NA,68450747,68451481,"+","stress_down"
"TraesCS1A02G102700",5.00895814921839,-1.6376543905981,0.42798842101348,-3.8263988234077,0.000130031558235404,0.00125505585889859,"chr1A",NA,99018629,99018830,"+","stress_down"
"TraesCS1A02G113100",3.08821972784902,-1.1601912372968,0.349014455974583,-3.32419250101575,0.000886749637658715,0.00625811988713247,"chr1A",NA,115939837,115939945,"+","stress_down"
"TraesCS1A02G118200",3.63404681137898,-1.91966588480522,0.392243796785157,-4.89406308152956,9.87751549726112e-07,1.84819822738801e-05,"chr1A",NA,126854822,126854907,"-","stress_down"
"TraesCS1A02G155000",1.92010206786947,-2.69428658430094,0.4837999828127,-5.5690092600603,2.56191872034054e-08,7.28278809500848e-07,"chr1A",NA,271891270,271891418,"-","stress_down"
"TraesCS1A02G157200",2.4470351248805,-1.16500123617799,0.370965245504763,-3.14045924866305,0.00168683173714059,0.0105712286834569,"chr1A",NA,278527787,278528563,"+","stress_down"
"TraesCS1A02G170700",102.933341123088,-1.19359345442221,0.269976331116982,-4.42110406302626,9.81978650466965e-06,0.000137443334169959,"chr1A",NA,305328967,305329039,"-","stress_down"
"TraesCS1A02G173100",589.747797742692,-1.27269200642135,0.202730438714676,-6.27775490691139,3.43496819000893e-10,1.56481633611956e-08,"chr1A",NA,308814483,308814513,"-","stress_down"
"TraesCS1A02G177500",6.83698223285359,-3.0725256165441,0.423428968534397,-7.25629525816088,3.97836171014499e-13,3.47198382152918e-11,"chr1A",NA,320334614,320334832,"+","stress_down"
"TraesCS1A02G180000",135.818750242459,-2.09761316851199,0.221314865736028,-9.47795875137423,2.59305747526003e-21,1.43927136552813e-18,"chr1A",NA,325032422,325033066,"+","stress_down"
"TraesCS1A02G184000",9.95004803375498,-1.92210101718911,0.518369801378,-3.70797259423587,0.000208925260540049,0.00188228067803261,"chr1A",NA,333913350,333914042,"+","stress_down"
"TraesCS1A02G193800",2.06383619053296,-1.38464388265553,0.358068035982851,-3.86698544273816,0.000110189002689542,0.00109199017220441,"chr1A",NA,351340625,351340841,"+","stress_down"
"TraesCS1A02G211000",364.047346413326,-1.39548326456647,0.358628850442122,-3.89116286335052,9.97649379400314e-05,0.001006659563586,"chr1A",NA,373774622,373774760,"-","stress_down"
"TraesCS1A02G212000",88.4892296104364,-2.69067714581068,0.430397919188949,-6.2516035181607,4.06259681500096e-10,1.81967094655637e-08,"chr1A",NA,374690464,374690656,"-","stress_down"
"TraesCS1A02G219800",6.34369315643433,-1.15353302398424,0.221953220105895,-5.19718985574475,2.02323701009456e-07,4.59189424263562e-06,"chr1A",NA,388836941,388837136,"-","stress_down"
"TraesCS1A02G220000",5.18327430224689,-1.31207420002399,0.497320554902894,-2.63828668871365,0.00833261045769081,0.0385416564110031,"chr1A",NA,388849129,388849977,"+","stress_down"
"TraesCS1A02G239300",5.40550861089227,-1.19157300449871,0.26917457518876,-4.42676654607186,9.56561615167447e-06,0.000134455432378308,"chr1A",NA,426536829,426536993,"-","stress_down"
"TraesCS1A02G254600",64.5460792521335,-1.22640294602008,0.201011959641153,-6.10114417176699,1.05311862933374e-09,4.27039296445377e-08,"chr1A",NA,446129311,446129418,"-","stress_down"
"TraesCS1A02G257000",33.2038615028336,-1.10488443766764,0.358056793700109,-3.08577984584491,0.00203019079387221,0.0122847259261859,"chr1A",NA,449507255,449508319,"+","stress_down"
"TraesCS1A02G263400",8.26254436138991,-1.13741325404589,0.256421366023946,-4.43571950217159,9.17652725506408e-06,0.000129642972405539,"chr1A",NA,458896420,458896595,"+","stress_down"
"TraesCS1A02G267600",2.1273175717077,-1.43908178596165,0.475091644826917,-3.02906144873572,0.00245314780611795,0.0143775847217663,"chr1A",NA,462619330,462619506,"-","stress_down"
"TraesCS1A02G277100",3.41743302027116,-1.59316892154,0.459631057867163,-3.46619075075741,0.000527888618141232,0.00405880254011701,"chr1A",NA,472164533,472164650,"+","stress_down"
"TraesCS1A02G279200",15.4169773789617,-1.11934874072388,0.237835450702091,-4.70639989715396,2.52129702542494e-06,4.25103545373044e-05,"chr1A",NA,474791653,474793587,"+","stress_down"
"TraesCS1A02G280300",0.827005544682299,-1.71935536200457,0.584552833424606,-2.94131730049398,0.0032681957051989,0.0181618491167325,"chr1A",NA,477731280,477731800,"+","stress_down"
"TraesCS1A02G281000",774.394838452139,-1.91364553586867,0.166070696734355,-11.5230776620978,1.00939977315344e-30,3.04492024613735e-27,"chr1A",NA,478628730,478628837,"-","stress_down"
"TraesCS1A02G300100",7.40772873047413,-1.35137667730963,0.294983133752234,-4.58119981342626,4.62315856830632e-06,7.20160225926495e-05,"chr1A",NA,495129506,495130648,"+","stress_down"
"TraesCS1A02G300200",498.97434014054,-2.40982600986543,0.37118941006892,-6.49217338775369,8.46068017639665e-11,4.41361241592914e-09,"chr1A",NA,495193027,495193165,"-","stress_down"
"TraesCS1A02G302300",3.84774052520966,-1.67400168525299,0.399581017497361,-4.18939241843252,2.79702346509452e-05,0.000340217891009332,"chr1A",NA,496141954,496143381,"-","stress_down"
"TraesCS1A02G303400",0.91050966204821,-3.18853077445641,0.742395472757088,-4.29492216946708,1.74754634000055e-05,0.000225616882425713,"chr1A",NA,497083303,497083443,"+","stress_down"
"TraesCS1A02G306600",136.412519395639,-2.94666858063008,0.409652287150349,-7.19309686057876,6.33379748804678e-13,5.30264214674916e-11,"chr1A",NA,498596775,498597572,"-","stress_down"
"TraesCS1A02G315300",153.568226593475,-1.02116807257439,0.185732575312561,-5.49805585183918,3.84001317132891e-08,1.04439025417472e-06,"chr1A",NA,506854488,506855594,"-","stress_down"
"TraesCS1A02G337500",353.979956161894,-1.6161088463407,0.283947217543135,-5.69158190851156,1.2586775027372e-08,3.87491985402275e-07,"chr1A",NA,526830570,526831004,"+","stress_down"
"TraesCS1A02G338100",3.23599464412981,-1.10668887303752,0.340338275456306,-3.25173203499881,0.00114704106957166,0.00771824812801388,"chr1A",NA,527890246,527891277,"-","stress_down"
"TraesCS1A02G343600",2.76021863134933,-1.01732260588523,0.396435861491203,-2.56617199578904,0.0102827826173612,0.0453580164956751,"chr1A",NA,532086502,532086741,"+","stress_down"
"TraesCS1A02G356800",5.61093143672212,-1.10067841896993,0.237387147099691,-4.63663864037129,3.54120704166167e-06,5.72709757010555e-05,"chr1A",NA,539754423,539754649,"+","stress_down"
"TraesCS1A02G377200",2.56677035099335,-1.38918098149698,0.405683438981816,-3.4242979821497,0.000616389934782546,0.00462032736226748,"chr1A",NA,550695653,550695886,"+","stress_down"
"TraesCS1A02G377800",2.41396154983431,-1.14694796929906,0.343002360748944,-3.34384861606989,0.000826248104212677,0.00589954921461148,"chr1A",NA,550893249,550895165,"-","stress_down"
"TraesCS1A02G385000",8.30633269310741,-1.12799173710887,0.316880814625815,-3.55967191778663,0.000371318389261913,0.00303623349032184,"chr1A",NA,554470586,554470696,"-","stress_down"
"TraesCS1A02G393800",1.51785878955531,-1.66616757180324,0.519524897426279,-3.20709860115929,0.00134081030887036,0.00876949095397195,"chr1A",NA,560196085,560196231,"+","stress_down"
"TraesCS1A02G401200",5.74812128825732,-2.23003189179556,0.508059519160612,-4.38931229057551,1.13709679811808e-05,0.000155976498517656,"chr1A",NA,564663908,564666172,"+","stress_down"
"TraesCS1A02G403800",71.515341785732,-2.7727305011623,0.346894203107064,-7.9930148048814,1.31678309068175e-15,2.02571458125478e-13,"chr1A",NA,566688787,566689587,"+","stress_down"
"TraesCS1A02G406500",358.334000358912,-1.29104129330363,0.158392937344854,-8.15087664226317,3.612955227145e-16,6.13874529528358e-14,"chr1A",NA,569133212,569133745,"+","stress_down"
"TraesCS1A02G419100",70.3921131997894,-1.99990043940092,0.277685203035908,-7.20204179962124,5.93175008625576e-13,4.99988235377181e-11,"chr1A",NA,576077980,576078260,"-","stress_down"
"TraesCS1A02G419200",20.1104206482004,-1.24667630260492,0.255902301272186,-4.87168851709121,1.10648515655344e-06,2.04553814673153e-05,"chr1A",NA,576138893,576139161,"-","stress_down"
"TraesCS1A02G423100",59.4567852663379,-1.16555245441898,0.184017287733757,-6.33392910401625,2.38995364477794e-10,1.11887566685788e-08,"chr1A",NA,578516346,578516569,"+","stress_down"
"TraesCS1A02G427200",112.128799013489,-1.21981191204304,0.153373176442994,-7.95322846101726,1.81712800800844e-15,2.68284562091376e-13,"chr1A",NA,581589503,581589745,"+","stress_down"
"TraesCS1A02G427600",20.4051382995264,-2.04397688962635,0.2636876748472,-7.75150712224521,9.08082514461863e-15,1.14344234003409e-12,"chr1A",NA,581872940,581873348,"-","stress_down"
"TraesCS1A02G431400",635.325319639458,-1.56419282412709,0.350292900888429,-4.46538545360157,7.99247253498705e-06,0.000114975272019477,"chr1A",NA,583604369,583604503,"+","stress_down"
"TraesCS1A02G435000",24.6292173046241,-1.39344638149102,0.287770533924993,-4.84221355982966,1.28400653941561e-06,2.34004879724703e-05,"chr1A",NA,585627936,585628073,"-","stress_down"
"TraesCS1B02G000600",700.692826710096,-1.08894883788081,0.12061423384801,-9.02836094165326,1.74262220315924e-19,6.71693728207729e-17,"chr1B",NA,1198857,1199025,"+","stress_down"
"TraesCS1B02G012800",1.21485732530855,-2.15956578321506,0.600840460898739,-3.59424160614079,0.000325337837183033,0.00272184546986567,"chr1B",NA,6194320,6198376,"+","stress_down"
"TraesCS1B02G049100",9.49925525262045,-1.20760604345155,0.341163428686387,-3.53967026331429,0.000400627249018889,0.00323483286401321,"chr1B",NA,28762877,28763080,"+","stress_down"
"TraesCS1B02G067800",2.29591686339999,-2.62748839276196,0.995772229731467,-2.63864397330153,0.0083238347127723,0.0385087668338237,"chr1B",NA,52407983,52408070,"-","stress_down"
"TraesCS1B02G073400",45.5635133180586,-1.35233743688956,0.248182321287525,-5.44896763747667,5.06630299990069e-08,1.34367419126953e-06,"chr1B",NA,57432523,57432664,"-","stress_down"
"TraesCS1B02G074300",3.08469052424115,-1.39923389258365,0.356662523398115,-3.92313125374765,8.74055017099748e-05,0.000897348492770015,"chr1B",NA,57712534,57712606,"+","stress_down"
"TraesCS1B02G075200",2889.70411050981,-1.10338987568244,0.117996050467598,-9.35107464453171,8.67616517909117e-21,4.20951759643723e-18,"chr1B",NA,58321770,58321986,"+","stress_down"
"TraesCS1B02G080100",1.42384360112164,-1.35822418680518,0.463673447937938,-2.92926884824981,0.00339760412940136,0.0187443680106549,"chr1B",NA,62452463,62453089,"-","stress_down"
"TraesCS1B02G080700",6.49730029625619,-1.12027396764223,0.265923206885195,-4.21277247955977,2.52255126699903e-05,0.000310644532225168,"chr1B",NA,63188512,63188714,"+","stress_down"
"TraesCS1B02G080800",3.60378776867913,-5.20751399209927,0.524960311478443,-9.91982418143834,3.41356940929913e-23,3.15782478915444e-20,"chr1B",NA,63202243,63202540,"+","stress_down"
"TraesCS1B02G108400",12.9442074932351,-1.47898208082653,0.435291572067468,-3.39768140651549,0.000679595138649072,0.00501267976756808,"chr1B",NA,120469750,120470014,"-","stress_down"
"TraesCS1B02G113500",2.15020249820884,-1.74153026709054,0.659990301980099,-2.63872099615042,0.00832194393523881,0.0385025868345428,"chr1B",NA,132938251,132938452,"+","stress_down"
"TraesCS1B02G115900",3827.89701075873,-1.43652573967076,0.28719076116116,-5.001991477242,5.67410995387138e-07,1.14540419758379e-05,"chr1B",NA,136312347,136312787,"+","stress_down"
"TraesCS1B02G116800",2.31711055273592,-1.25635182064256,0.349438570795825,-3.5953438619592,0.000323963384018602,0.00271165442714376,"chr1B",NA,137151829,137152015,"+","stress_down"
"TraesCS1B02G121600",1039.46483679322,-1.11333749840449,0.208673523829337,-5.33530789135967,9.53825677098163e-08,2.34921474273155e-06,"chr1B",NA,144926426,144926557,"+","stress_down"
"TraesCS1B02G132500",4.20478262822496,-1.74552865693586,0.335450689041417,-5.20353278129753,1.95535241443929e-07,4.45970762216347e-06,"chr1B",NA,166659075,166659177,"-","stress_down"
"TraesCS1B02G133200",7.58842501974518,-1.08247974665919,0.256115860569188,-4.22652366883295,2.37329318599474e-05,0.000294770694285926,"chr1B",NA,168330674,168330782,"+","stress_down"
"TraesCS1B02G133400",33.7636620228353,-1.01559321415209,0.27302358849802,-3.71980025513238,0.000199380396263027,0.00180731790869154,"chr1B",NA,168621686,168621698,"+","stress_down"
"TraesCS1B02G136800",2.22818045718331,-1.32632020450096,0.521391326352884,-2.54380949099888,0.0109650870355066,0.0476612394192762,"chr1B",NA,174763146,174763487,"-","stress_down"
"TraesCS1B02G137900",24.2757439848342,-1.4609942151171,0.241904780642031,-6.03954254744173,1.5455175727179e-09,5.98045480829565e-08,"chr1B",NA,176998394,176998479,"-","stress_down"
"TraesCS1B02G139200",201.585776060902,-1.01883885559502,0.12863194919739,-7.92057386949474,2.36416871420319e-15,3.36123749098631e-13,"chr1B",NA,182198402,182199309,"-","stress_down"
"TraesCS1B02G139400",0.656305120705398,-1.68246985541386,0.662588194915941,-2.53923910556134,0.0111093868731532,0.0481226428573542,"chr1B",NA,183258084,183258156,"+","stress_down"
"TraesCS1B02G139700",13.2375018849681,-1.13496897681448,0.326776649226506,-3.47322545690151,0.000514243177537094,0.00397047695311608,"chr1B",NA,184194319,184195884,"+","stress_down"
"TraesCS1B02G162400",0.773612852085476,-2.47548815493583,0.65465580815011,-3.78135827119739,0.000155975012353889,0.00146914232040798,"chr1B",NA,280167780,280167961,"+","stress_down"
"TraesCS1B02G170200",41.0208675799702,-1.94358841365828,0.457267903300026,-4.25043699684961,2.13353844683145e-05,0.000268749148474242,"chr1B",NA,302033170,302033271,"+","stress_down"
"TraesCS1B02G179300",97.6138587895917,-1.04073500920047,0.320938442551044,-3.24278699967502,0.0011836666614081,0.00792596124488687,"chr1B",NA,325297290,325298210,"+","stress_down"
"TraesCS1B02G182400",1505.5570023476,-1.1632247577736,0.147077104106527,-7.90894520829755,2.5957882061268e-15,3.65311118720656e-13,"chr1B",NA,329372867,329373330,"+","stress_down"
"TraesCS1B02G189100",411.954826207564,-1.03407570979796,0.352141484332396,-2.93653476175465,0.00331901619517167,0.0183860004120571,"chr1B",NA,338941367,338941930,"+","stress_down"
"TraesCS1B02G194600",9.37135282217172,-1.6853722825428,0.646986008096035,-2.60495939858507,0.00918851476872263,0.0415729562177869,"chr1B",NA,349571927,349572250,"-","stress_down"
"TraesCS1B02G199900",2.35646863715665,-2.0718011333409,0.405023763541183,-5.1152582140535,3.13312051197675e-07,6.82080433766737e-06,"chr1B",NA,358018854,358018953,"+","stress_down"
"TraesCS1B02G200600",1152.2730336086,-1.42465255414493,0.149665077537111,-9.51893773476763,1.74958280688896e-21,1.0146693160498e-18,"chr1B",NA,359224980,359225621,"-","stress_down"
"TraesCS1B02G202700",5.782575430877,-1.29506865599093,0.301359307389393,-4.29742378693997,1.72794642858083e-05,0.000223460673180553,"chr1B",NA,364293648,364293860,"-","stress_down"
"TraesCS1B02G204800",4.72132361238289,-1.08338959934783,0.291572371376499,-3.71567989872702,0.000202658014535327,0.00183295733365605,"chr1B",NA,368679215,368680717,"-","stress_down"
"TraesCS1B02G225000",1287.71134806421,-1.39050980284317,0.157470512561174,-8.8302868913505,1.04407574939774e-18,3.27778369090336e-16,"chr1B",NA,403582071,403582209,"-","stress_down"
"TraesCS1B02G225700",14.2360796336475,-2.91264483454092,0.347069736233425,-8.3921025962978,4.77523897650672e-17,9.88987628146307e-15,"chr1B",NA,405525675,405526073,"-","stress_down"
"TraesCS1B02G239500",5.920480873964,-1.0836450647353,0.361200169253712,-3.00012335812094,0.00269870285657458,0.0155434156040531,"chr1B",NA,427648863,427649234,"+","stress_down"
"TraesCS1B02G244700",2.81672996373621,-1.00615202153029,0.349066988234098,-2.88240382346188,0.00394653593793156,0.0211734155513168,"chr1B",NA,434085585,434085862,"+","stress_down"
"TraesCS1B02G263600",3.38221913278862,-1.60377577244402,0.456013946671324,-3.516944567487,0.000436544938899059,0.0034678182282752,"chr1B",NA,464129217,464129291,"+","stress_down"
"TraesCS1B02G267300",1.57279418812438,-2.28391699672015,0.721900395459116,-3.16375640058712,0.00155747095736892,0.00989912903015874,"chr1B",NA,470307448,470308086,"-","stress_down"
"TraesCS1B02G268000",2.99928648255512,-1.33703152011989,0.437262326003594,-3.05773317436202,0.00223018058428136,0.013269201536577,"chr1B",NA,470940719,470941789,"-","stress_down"
"TraesCS1B02G268400",46.9953483823189,-1.09102882764844,0.183648209057966,-5.94086287715482,2.83525702982938e-09,1.03478678583163e-07,"chr1B",NA,471192470,471192865,"-","stress_down"
"TraesCS1B02G277000",4.04252412368141,-1.34898849492662,0.351579050823513,-3.83694219484024,0.000124575780332609,0.00121205892795635,"chr1B",NA,484464526,484465233,"-","stress_down"
"TraesCS1B02G284000",7.45375463036323,-2.51945730513079,0.427140357399983,-5.89842954776461,3.66977596288353e-09,1.30170105358294e-07,"chr1B",NA,492865501,492866175,"-","stress_down"
"TraesCS1B02G290000",685.53242687491,-1.09944420349965,0.138058460088111,-7.96361340549485,1.67086734726972e-15,2.50381095941512e-13,"chr1B",NA,505656783,505656890,"-","stress_down"
"TraesCS1B02G293500",3.71829161050583,-1.02385448589852,0.296053812635819,-3.458339133629,0.00054351674661529,0.00416176309424075,"chr1B",NA,511209899,511210074,"+","stress_down"
"TraesCS1B02G297700",61.7599146324879,-1.20285318216641,0.257912503260932,-4.66380329359011,3.10418119929244e-06,5.10077189171821e-05,"chr1B",NA,517913065,517913269,"-","stress_down"
"TraesCS1B02G299300",30.6879440349884,-1.04680898974277,0.285926445240314,-3.66111287419726,0.000251122086852994,0.00219268833475303,"chr1B",NA,520374149,520374475,"+","stress_down"
"TraesCS1B02G303300",0.521327204396948,-1.92515276235649,0.712074393923918,-2.70358375302311,0.00685961585420877,0.0330298429856936,"chr1B",NA,524160876,524162003,"-","stress_down"
"TraesCS1B02G317200",7.86084606123436,-1.11931023608473,0.226200805501678,-4.94830349344812,7.48631173743388e-07,1.45819145046294e-05,"chr1B",NA,542142319,542142421,"-","stress_down"
